order_id,delivery_id,ship_date,scheduled_date,invoice_id,invoice_number,invoice_amount_residual,due_date,channel,payment_terms,invoice_move_id,payment_ids,total_paid,amount_residual
#BUXP4U58DD,128651,2025-03-20 19:04:21,2025-03-20 17:09:54,847827,INV/2025/01080,215.19,2025-04-19 19:04:21,Faire,30 Days,,[],0.0,215.19
#KPRC6K3A5Q,128647,2025-03-20 19:08:31,2025-03-20 17:09:48,847831,INV/2025/01081,131.42,2025-04-19 19:08:31,Faire,30 Days,,[],0.0,131.42
#FYGCR7FXSW,128645,2025-03-20 19:13:08,2025-03-20 17:09:46,847836,INV/2025/01082,387.65,2025-04-19 19:13:08,Faire,30 Days,,[],0.0,387.65
#A7G4NFPYDX,128646,2025-03-20 19:23:03,2025-03-20 17:09:47,847843,INV/2025/01083,121.62,2025-04-19 19:23:03,Faire,30 Days,,[],0.0,121.62
S03935,126184,2025-03-24 22:11:35,2025-03-12 21:00:00,850282,INV/2025/01086,659.19,2025-04-23 22:11:35,Wholesale,30 Days,,[],0.0,659.19
S03928,125963,2025-03-24 22:15:21,2025-04-11 22:00:00,850294,INV/2025/01087,436.92,2025-04-23 22:15:21,Wholesale,30 Days,,[],0.0,436.92
S03944,128190,2025-03-24 22:16:30,2025-03-14 19:00:00,850340,INV/2025/01088,1915.39,2025-04-23 22:16:30,Wholesale,30 Days,,[],0.0,1915.39
#P3BC5D3YED,128721,2025-03-24 21:54:57,2025-03-26 07:00:00,851124,INV/2025/01092,289.9,2025-04-23 21:54:57,Faire,30 Days,,[],0.0,289.9
#6S4KZXQPXA,116072,2025-03-25 15:03:58,2025-03-24 05:00:00,851179,INV/2025/01098,1817.83,2025-04-24 15:03:58,Faire,30 Days,,[],0.0,1817.83
S03972,128745,2025-03-25 16:00:46,2025-03-25 16:00:30,851709,INV/2025/01103,434.48,2025-04-24 16:00:46,Wholesale,30 Days,,[],0.0,434.48
S03949,128488,2025-03-25 16:14:54,2025-03-24 13:00:00,851729,INV/2025/01106,286.66,2025-04-24 16:14:54,Wholesale,30 Days,,[],0.0,286.66
#2H3JGHJ6BU,128397,2025-03-25 16:19:10,2025-03-24 12:59:59,851731,INV/2025/01107,26.63,2025-04-24 16:19:10,Faire,30 Days,,[],0.0,26.63
S03518,114697,2025-03-25 16:57:29,2025-03-25 21:00:00,851789,INV/2025/01112,925.0,2025-04-24 16:57:29,Wholesale,30 Days,,[],0.0,925.0
#UTN8EG5AF4,128650,2025-03-25 22:01:54,2025-03-20 17:09:52,852201,INV/2025/01132,1455.67,2025-04-24 22:01:54,Faire,30 Days,,[],0.0,1455.67
S03948,128494,2025-03-26 19:53:29,2025-03-27 04:00:00,853098,INV/2025/01153,695.17,2025-04-25 19:53:29,Wholesale,30 Days,,[],0.0,695.17
S03600,114874,2025-03-26 20:21:09,2025-04-01 18:00:00,853148,INV/2025/01155,2225.88,2025-03-26 20:21:09,Wholesale,Due on Ship,,[],0.0,2225.88
S03983,128791,2025-03-27 16:24:25,2025-03-26 16:00:00,863683,INV/2025/01168,1192.45,2025-04-26 16:24:25,Wholesale,30 Days,,[],0.0,1192.45
S04014,128811,2025-03-27 17:42:38,2025-03-27 21:00:00,863752,INV/2025/01175,195.0,2025-04-26 17:42:38,Wholesale,30 Days,,[],0.0,195.0
S04010,128807,2025-03-27 17:46:29,2025-03-27 21:00:00,863760,INV/2025/01176,65.0,2025-04-26 17:46:29,Wholesale,30 Days,,[],0.0,65.0
S04012,128809,2025-03-27 17:56:45,2025-03-27 21:00:00,863763,INV/2025/01178,65.0,2025-04-26 17:56:45,Wholesale,30 Days,,[],0.0,65.0
S04013,128810,2025-03-27 18:00:46,2025-03-27 21:00:00,863776,INV/2025/01180,65.0,2025-04-26 18:00:46,Wholesale,30 Days,,[],0.0,65.0
S04015,128812,2025-03-27 18:04:49,2025-03-27 21:00:00,863781,INV/2025/01181,80.0,2025-04-26 18:04:49,Wholesale,30 Days,,[],0.0,80.0
S04011,128808,2025-03-27 18:08:55,2025-03-27 21:00:00,863784,INV/2025/01182,150.0,2025-04-26 18:08:55,Wholesale,30 Days,,[],0.0,150.0
S04028,128814,2025-03-27 18:17:09,2025-03-27 22:00:00,863789,INV/2025/01183,190.0,2025-04-26 18:17:09,Wholesale,30 Days,,[],0.0,190.0
S04016,128813,2025-03-27 18:20:54,2025-03-27 22:00:00,863792,INV/2025/01184,40.0,2025-04-26 18:20:54,Wholesale,30 Days,,[],0.0,40.0
S03845,129527,2025-03-27 20:56:18,2025-03-28 16:00:00,863991,INV/2025/01187,1705.46,2025-04-26 20:56:18,Wholesale,30 Days,,[],0.0,1705.46
S03569,130736,2025-03-31 18:45:08,2025-03-15 17:00:00,873561,INV/2025/01216,1270.5,2025-04-30 18:45:08,Wholesale,30 Days,,[],0.0,1270.5
S03984,130737,2025-03-31 18:56:32,2025-03-26 16:00:00,873569,INV/2025/01218,645.0,2025-04-30 18:56:32,Wholesale,30 Days,,[],0.0,645.0
#S3U9QS35RM,130655,2025-03-31 21:10:58,2025-03-31 04:46:36,873683,INV/2025/01226,39.4,2025-04-30 21:10:58,Faire,30 Days,,[],0.0,39.4
#FVTSEP6BK8,115999,2025-03-31 17:32:13,2025-03-31 16:08:31,873690,INV/2025/01228,288.01,2025-04-30 17:32:13,Faire,30 Days,,[],0.0,288.01
S04059,130763,2025-03-31 22:14:52,2025-04-01 17:00:00,874250,INV/2025/01233,108.0,2025-04-30 22:14:52,Wholesale,30 Days,,[],0.0,108.0
S04060,130769,2025-04-01 15:23:47,2025-04-01 17:00:00,876252,INV/2025/01238,155.0,2025-05-01 15:23:47,Wholesale,30 Days,,[],0.0,155.0
S03975,128726,2025-04-01 16:08:36,2025-03-25 21:00:00,876320,INV/2025/01243,595.0,2025-04-01 16:08:36,Wholesale,Due on Ship,,[],0.0,595.0
S03981,128730,2025-04-01 16:31:09,2025-03-26 04:00:00,876364,INV/2025/01245,455.11,2025-05-01 16:31:09,Wholesale,30 Days,,[],0.0,455.11
S03966,128641,2025-04-01 17:16:44,2025-04-01 20:00:00,876421,INV/2025/01248,1058.48,2025-05-01 17:16:44,Wholesale,30 Days,,[],0.0,1058.48
S03971,128729,2025-04-01 17:45:10,2025-03-25 04:03:29,876457,INV/2025/01252,189.75,2025-05-01 17:45:10,Wholesale,Net 30,,[],0.0,189.75
S03585,115753,2025-04-01 19:10:22,2025-04-01 19:00:00,876536,INV/2025/01256,1305.5,2025-05-01 19:10:22,Wholesale,30 Days,,[],0.0,1305.5
S03519,114699,2025-04-02 16:11:44,2025-04-01 21:00:00,878332,INV/2025/01263,845.6,2025-05-02 16:11:44,Wholesale,30 Days,,[],0.0,845.6
S03417,114698,2025-04-02 16:29:32,2025-04-01 21:00:00,878343,INV/2025/01265,845.6,2025-05-02 16:29:32,Wholesale,30 Days,,[],0.0,845.6
S04104,131096,2025-04-02 16:38:16,2025-04-02 17:00:00,878349,INV/2025/01266,254.0,2025-05-02 16:38:16,Wholesale,30 Days,,[],0.0,254.0
S04100,131048,2025-04-02 17:48:10,2025-04-02 15:00:00,879066,INV/2025/01271,1212.5,2025-05-02 17:48:10,Wholesale,30 Days,,[],0.0,1212.5
S03556,131218,2025-04-02 19:27:10,2025-04-01 19:00:00,879115,INV/2025/01274,648.5,2025-05-02 19:27:10,Wholesale,30 Days,,[],0.0,648.5
S04119,131593,2025-04-02 21:00:38,2025-04-03 16:00:00,879182,INV/2025/01278,2290.0,2025-05-02 21:00:38,Wholesale,30 Days,,[],0.0,2290.0
S04113,135770,2025-04-17 22:35:46,2025-04-15 22:00:00,884187,INV/2025/01309,2556.0,2025-05-17 22:35:46,Wholesale,30 Days,,[],0.0,2556.0
S04143,132120,2025-04-07 15:33:32,2025-04-05 16:00:00,888260,INV/2025/01316,374.0,2025-05-07 15:33:32,Wholesale,30 Days,,[],0.0,374.0
#KZHYGT3JH3,130176,2025-04-07 19:18:25,2025-03-29 04:44:30,890945,INV/2025/01330,419.9,2025-05-07 19:18:25,Faire,30 Days,,[],0.0,419.9
#SARH6DY52V,115662,2025-04-07 20:21:42,2025-04-15 12:59:59,890981,INV/2025/01337,136.19,2025-05-07 20:21:42,Faire,30 Days,,[],0.0,136.19
S04154,132951,2025-04-08 14:44:04,2025-04-08 21:00:00,892469,INV/2025/01341,558.1,2025-05-08 14:44:04,Wholesale,30 Days,,[],0.0,558.1
S04103,131102,2025-04-08 16:57:43,2025-04-02 04:00:00,896082,INV/2025/01348,1244.32,2025-05-08 16:57:43,Wholesale,30 Days,,[],0.0,1244.32
S04087,130825,2025-04-09 17:39:55,2025-04-01 22:00:00,898357,INV/2025/01379,435.98,2025-05-09 17:39:55,Wholesale,30 Days,,[],0.0,435.98
S04090,130828,2025-04-09 17:43:49,2025-04-01 22:00:00,898371,INV/2025/01380,347.46,2025-05-09 17:43:49,Wholesale,30 Days,,[],0.0,347.46
S04091,130829,2025-04-09 19:19:03,2025-04-01 22:00:00,898481,INV/2025/01385,394.96,2025-05-09 19:19:03,Wholesale,30 Days,,[],0.0,394.96
S04086,130824,2025-04-09 19:31:39,2025-04-01 22:00:00,898522,INV/2025/01387,498.96,2025-05-09 19:31:39,Wholesale,30 Days,,[],0.0,498.96
S03943,131876,2025-04-09 20:49:59,2025-04-01 17:00:00,898573,INV/2025/01390,441.94,2025-04-09 20:49:59,Wholesale,Due on Ship,,[],0.0,441.94
S04152,132945,2025-04-09 21:18:57,2025-04-08 20:00:00,898665,INV/2025/01395,2089.5,2025-05-09 21:18:57,Wholesale,30 Days,,[],0.0,2089.5
S04092,130834,2025-04-10 14:44:54,2025-04-01 22:00:00,900423,INV/2025/01401,425.44,2025-05-10 14:44:54,Wholesale,30 Days,,[],0.0,425.44
S04088,130826,2025-04-10 16:02:39,2025-04-01 22:00:00,901297,INV/2025/01404,645.42,2025-05-10 16:02:39,Wholesale,30 Days,,[],0.0,645.42
S03644,119370,2025-04-10 16:10:54,2025-03-31 14:00:00,901334,INV/2025/01405,5763.75,2025-05-10 16:10:54,Wholesale,30 Days,,[],0.0,5763.75
#HCD6ZR3Z56,115979,2025-04-10 16:59:20,2025-04-04 11:59:59,901409,INV/2025/01409,232.0,2025-05-10 16:59:20,Faire,30 Days,,[],0.0,232.0
#3EBC8UYEPX,128398,2025-04-10 17:13:18,2025-04-04 11:59:59,901415,INV/2025/01411,85.07,2025-05-10 17:13:18,Faire,30 Days,,[],0.0,85.07
#ZZ6DZHFAHP,115459,2025-04-10 17:18:08,2025-04-04 11:59:59,901484,INV/2025/01413,73.23,2025-05-10 17:18:08,Faire,30 Days,,[],0.0,73.23
S04089,130827,2025-04-10 19:09:59,2025-04-01 22:00:00,901710,INV/2025/01426,643.92,2025-05-10 19:09:59,Wholesale,30 Days,,[],0.0,643.92
S04054,130822,2025-04-10 19:47:45,2025-04-04 15:00:00,901783,INV/2025/01429,3074.76,2025-05-10 19:47:45,Wholesale,30 Days,,[],0.0,3074.76
S03609,115145,2025-04-10 20:35:36,2025-04-01 17:00:00,901835,INV/2025/01430,11848.69,2025-05-10 20:35:36,Wholesale,30 Days,,[],0.0,11848.69
#REXKSASNXP,115379,2025-04-10 22:09:00,2025-04-07 16:46:50,901904,INV/2025/01432,629.3,2025-05-10 22:09:00,Faire,30 Days,,[],0.0,629.3
S04217,133801,2025-04-11 15:21:01,2025-04-11 18:00:00,904147,INV/2025/01439,618.96,2025-05-11 15:21:01,Wholesale,30 Days,,[],0.0,618.96
S03583,114347,2025-04-11 15:51:19,2025-04-04 19:00:00,904227,INV/2025/01440,2630.25,2025-05-11 15:51:19,Wholesale,30 Days,,[],0.0,2630.25
S04150,132910,2025-04-11 18:05:57,2025-04-09 18:00:00,904360,INV/2025/01442,7846.85,2025-05-11 18:05:57,Wholesale,30 Days,,[],0.0,7846.85
S04212,133534,2025-04-11 19:49:01,2025-04-10 22:00:00,904439,INV/2025/01450,1511.0,2025-05-26 19:49:01,Wholesale,45 Days,,[],0.0,1511.0
#AB6GM2YTGP,115674,2025-04-11 19:53:50,2025-04-11 12:59:59,904443,INV/2025/01451,96.67,2025-05-11 19:53:50,Faire,30 Days,,[],0.0,96.67
#M3V7J9BG4H,115314,2025-04-11 19:59:50,2025-04-11 12:59:59,904526,INV/2025/01453,208.03,2025-05-11 19:59:50,Faire,30 Days,,[],0.0,208.03
#DWYFYRJJP6,115386,2025-04-11 20:05:45,2025-04-11 12:59:59,904549,INV/2025/01454,210.77,2025-05-11 20:05:45,Faire,30 Days,,[],0.0,210.77
#2895DPY26Q,115798,2025-04-11 20:11:04,2025-05-09 12:59:59,904558,INV/2025/01456,247.11,2025-05-11 20:11:04,Faire,30 Days,,[],0.0,247.11
#2YWX25YT52,115825,2025-04-11 22:04:26,2025-04-01 23:27:25,904722,INV/2025/01467,3397.48,2025-05-11 22:04:26,Faire,30 Days,,[],0.0,3397.48
#44TFBZ9GJC,115828,2025-04-11 22:09:13,2025-04-01 11:59:59,904736,INV/2025/01469,483.75,2025-05-11 22:09:13,Faire,30 Days,,[],0.0,483.75
#YJE322FACZ,115824,2025-04-11 22:10:54,2025-04-11 12:59:59,904740,INV/2025/01470,100.05,2025-05-11 22:10:54,Faire,30 Days,,[],0.0,100.05
#CQC7CS7SPD,115827,2025-04-11 22:12:23,2025-04-09 11:59:59,904742,INV/2025/01471,95.63,2025-05-11 22:12:23,Faire,30 Days,,[],0.0,95.63
#P27PU53A7R,115808,2025-04-14 14:55:40,2025-04-11 12:59:59,908163,INV/2025/01473,292.44,2025-05-14 14:55:40,Faire,30 Days,,[],0.0,292.44
#SY2RS4BNKS,115833,2025-04-14 16:15:55,2025-04-11 23:53:56,909178,INV/2025/01474,2477.28,2025-05-14 16:15:55,Faire,30 Days,,[],0.0,2477.28
#56CYQ99A5Z,115832,2025-04-14 16:23:55,2025-05-09 12:59:59,909195,INV/2025/01475,1342.16,2025-05-14 16:23:55,Faire,30 Days,,[],0.0,1342.16
#ZVTPMQZAWG,115830,2025-04-14 16:27:26,2025-04-11 11:59:59,909208,INV/2025/01476,1299.17,2025-05-14 16:27:26,Faire,30 Days,,[],0.0,1299.17
S04213,133755,2025-04-14 17:49:30,2025-04-10 23:00:00,909246,INV/2025/01477,2052.68,2025-05-29 17:49:30,Wholesale,45 Days,,[],0.0,2052.68
S04190,133423,2025-04-14 18:45:03,2025-04-10 17:00:00,909257,INV/2025/01478,504.5,2025-05-14 18:45:03,Wholesale,30 Days,,[],0.0,504.5
S04189,133422,2025-04-14 18:50:51,2025-04-10 17:00:00,909268,INV/2025/01479,504.5,2025-05-14 18:50:51,Wholesale,30 Days,,[],0.0,504.5
S04191,133424,2025-04-14 18:54:43,2025-04-10 17:00:00,909280,INV/2025/01480,504.5,2025-05-14 18:54:43,Wholesale,30 Days,,[],0.0,504.5
S04186,133419,2025-04-14 18:58:12,2025-04-10 17:00:00,909291,INV/2025/01481,504.5,2025-05-14 18:58:12,Wholesale,30 Days,,[],0.0,504.5
S04187,133420,2025-04-14 19:04:18,2025-04-10 17:00:00,909302,INV/2025/01482,504.5,2025-05-14 19:04:18,Wholesale,30 Days,,[],0.0,504.5
S04185,133418,2025-04-14 19:10:18,2025-04-10 17:00:00,909313,INV/2025/01483,504.5,2025-05-14 19:10:18,Wholesale,30 Days,,[],0.0,504.5
S04188,133421,2025-04-14 19:14:23,2025-04-10 17:00:00,909324,INV/2025/01484,504.5,2025-05-14 19:14:23,Wholesale,30 Days,,[],0.0,504.5
S04170,133425,2025-04-14 19:23:02,2025-04-09 21:00:00,909335,INV/2025/01485,888.0,2025-05-14 19:23:02,Wholesale,30 Days,,[],0.0,888.0
S04184,133417,2025-04-14 19:28:11,2025-04-10 17:00:00,909392,INV/2025/01486,888.0,2025-05-14 19:28:11,Wholesale,30 Days,,[],0.0,888.0
S04177,133410,2025-04-14 19:33:09,2025-04-10 16:00:00,909404,INV/2025/01488,888.0,2025-05-14 19:33:09,Wholesale,30 Days,,[],0.0,888.0
S04183,133416,2025-04-14 19:39:17,2025-04-10 17:00:00,909415,INV/2025/01489,888.0,2025-05-14 19:39:17,Wholesale,30 Days,,[],0.0,888.0
S04178,133411,2025-04-14 19:44:34,2025-04-10 16:00:00,909426,INV/2025/01490,888.0,2025-05-14 19:44:34,Wholesale,30 Days,,[],0.0,888.0
S04182,133415,2025-04-14 19:50:43,2025-04-10 17:00:00,909437,INV/2025/01491,888.0,2025-05-14 19:50:43,Wholesale,30 Days,,[],0.0,888.0
S04179,133412,2025-04-14 19:55:13,2025-04-10 17:00:00,909448,INV/2025/01492,888.0,2025-05-14 19:55:13,Wholesale,30 Days,,[],0.0,888.0
S04180,133413,2025-04-14 19:59:49,2025-04-10 17:00:00,909459,INV/2025/01493,888.0,2025-05-14 19:59:49,Wholesale,30 Days,,[],0.0,888.0
S04181,133414,2025-04-14 20:04:23,2025-04-10 17:00:00,909470,INV/2025/01494,888.0,2025-05-14 20:04:23,Wholesale,30 Days,,[],0.0,888.0
#HXH7PCB5CQ,115982,2025-04-14 22:00:53,2025-04-11 12:59:59,910442,INV/2025/01509,113.49,2025-05-14 22:00:53,Faire,30 Days,,[],0.0,113.49
S04043,130792,2025-04-15 17:46:22,2025-04-14 18:00:00,913783,INV/2025/01522,1726.43,2025-04-15 17:46:22,Wholesale,Due on Ship,,[],0.0,1726.43
S04035,128823,2025-04-15 19:43:13,2025-04-06 22:00:00,913864,INV/2025/01526,586.94,2025-05-15 19:43:13,Wholesale,30 Days,,[],0.0,586.94
S04171,133208,2025-04-16 15:20:35,2025-04-09 22:00:00,916123,INV/2025/01536,971.85,2025-05-16 15:20:35,Wholesale,30 Days,,[],0.0,971.85
S04220,135453,2025-04-16 18:20:15,2025-04-16 18:17:53,917051,INV/2025/01549,1583.6,2025-05-16 18:20:15,Wholesale,30 Days,,[],0.0,1583.6
S04032,128828,2025-04-16 19:44:19,2025-04-06 22:00:00,917124,INV/2025/01554,2497.76,2025-05-16 19:44:19,Wholesale,30 Days,,[],0.0,2497.76
#UBVSVDPBPK,135152,2025-04-16 19:52:40,2025-04-14 12:59:59,917180,INV/2025/01557,127.33,2025-05-16 19:52:40,Faire,30 Days,,[],0.0,127.33
S04033,128829,2025-04-16 19:52:40,2025-04-06 22:00:00,917181,INV/2025/01556,1826.07,2025-05-16 19:52:40,Wholesale,30 Days,,[],0.0,1826.07
S04030,128827,2025-04-16 19:55:29,2025-04-06 22:00:00,917226,INV/2025/01558,1477.35,2025-05-16 19:55:29,Wholesale,30 Days,,[],0.0,1477.35
S04031,128826,2025-04-16 19:59:49,2025-04-06 22:00:00,917263,INV/2025/01559,1259.38,2025-05-16 19:59:49,Wholesale,30 Days,,[],0.0,1259.38
S04036,128831,2025-04-16 20:02:24,2025-04-06 22:00:00,917305,INV/2025/01560,1329.37,2025-05-16 20:02:24,Wholesale,30 Days,,[],0.0,1329.37
#GPM7R96KZ5,115977,2025-04-16 20:05:48,2025-04-14 12:59:59,917314,INV/2025/01561,127.1,2025-05-16 20:05:48,Faire,30 Days,,[],0.0,127.1
S04029,128824,2025-04-16 20:07:14,2025-04-06 22:00:00,917341,INV/2025/01562,643.94,2025-05-16 20:07:14,Wholesale,30 Days,,[],0.0,643.94
S04038,128833,2025-04-16 20:09:15,2025-04-06 22:00:00,917380,INV/2025/01563,1030.38,2025-05-16 20:09:15,Wholesale,30 Days,,[],0.0,1030.38
S04037,128832,2025-04-16 20:11:17,2025-04-06 22:00:00,917407,INV/2025/01564,683.4,2025-05-16 20:11:17,Wholesale,30 Days,,[],0.0,683.4
S04039,128834,2025-04-16 20:14:18,2025-04-06 22:00:00,917438,INV/2025/01565,834.92,2025-05-16 20:14:18,Wholesale,30 Days,,[],0.0,834.92
S04034,128830,2025-04-16 20:16:08,2025-04-06 22:00:00,917477,INV/2025/01566,1401.05,2025-05-16 20:16:08,Wholesale,30 Days,,[],0.0,1401.05
#XPBBVVKZCY,115980,2025-04-16 20:21:29,2025-04-14 12:59:59,917481,INV/2025/01567,164.65,2025-05-16 20:21:29,Faire,30 Days,,[],0.0,164.65
#JUWR6YKX7Y,115836,2025-04-16 20:26:09,2025-04-15 01:36:22,917497,INV/2025/01568,195.15,2025-05-16 20:26:09,Faire,30 Days,,[],0.0,195.15
#6TGEKJZGC4,116011,2025-04-16 20:40:42,2025-04-14 12:59:59,917521,INV/2025/01571,248.15,2025-05-16 20:40:42,Faire,30 Days,,[],0.0,248.15
#DNWTWZGKPU,115319,2025-04-16 21:13:18,2025-04-14 12:59:59,918404,INV/2025/01574,112.03,2025-05-16 21:13:18,Faire,30 Days,,[],0.0,112.03
#EG2JJ9DATS,115670,2025-04-16 21:20:16,2025-04-14 12:59:59,918419,INV/2025/01575,366.72,2025-05-16 21:20:16,Faire,30 Days,,[],0.0,366.72
#J4C2WHDF5N,135151,2025-04-16 21:25:41,2025-04-14 12:59:59,918425,INV/2025/01576,93.22,2025-05-16 21:25:41,Faire,30 Days,,[],0.0,93.22
#TZF9EJWTRH,135150,2025-04-16 21:30:19,2025-04-14 12:59:59,918670,INV/2025/01578,86.56,2025-05-16 21:30:19,Faire,30 Days,,[],0.0,86.56
#VG93M9PCR8,115460,2025-04-16 21:44:05,2025-04-14 12:59:59,918691,INV/2025/01579,159.75,2025-05-16 21:44:05,Faire,30 Days,,[],0.0,159.75
#BG9NQQRF68,115448,2025-04-17 15:56:48,2025-04-14 19:20:18,919682,INV/2025/01589,957.04,2025-05-17 15:56:48,Faire,30 Days,,[],0.0,957.04
S03602,115144,2025-04-17 16:18:40,2025-04-15 19:00:00,919789,INV/2025/01594,2155.5,2025-05-17 16:18:40,Wholesale,30 Days,,[],0.0,2155.5
S04132,131941,2025-04-17 17:26:17,2025-04-15 20:00:00,919947,INV/2025/01599,2351.87,2025-05-17 17:26:17,Wholesale,30 Days,,[],0.0,2351.87
S03411,133490,2025-04-17 17:40:29,2025-04-15 21:00:00,920002,INV/2025/01600,2188.5,2025-05-17 17:40:29,Wholesale,30 Days,,[],0.0,2188.5
S04244,135411,2025-04-17 21:41:38,2025-04-17 16:00:00,920914,INV/2025/01620,552.0,2025-05-17 21:41:38,Wholesale,30 Days,,[],0.0,552.0
S04113,135770,2025-04-17 22:35:46,2025-04-15 22:00:00,920952,INV/2025/01625,366.5,2025-05-17 22:35:46,Wholesale,30 Days,,[],0.0,366.5
S04230,135222,2025-04-18 15:52:58,2025-04-16 19:00:00,923253,INV/2025/01628,937.15,2025-05-18 15:52:58,Wholesale,30 Days,,[],0.0,937.15
S03796,135964,2025-04-18 16:32:30,2025-04-18 07:00:00,923272,INV/2025/01631,62.0,2025-04-18 16:32:30,Wholesale,Due on Ship,,[],0.0,62.0
S03860,135997,2025-04-18 18:26:04,2025-04-18 17:00:00,923446,INV/2025/01639,706.97,2025-05-18 18:26:04,Wholesale,30 Days,,[],0.0,706.97
S04251,135773,2025-04-21 16:14:23,2025-04-18 20:00:00,928466,INV/2025/01656,169.0,2025-05-21 16:14:23,Wholesale,30 Days,,[],0.0,169.0
#DT2VNRCKV8,136670,2025-04-21 16:45:28,2025-04-17 12:59:59,928805,INV/2025/01658,805.96,2025-05-21 16:45:28,Faire,30 Days,,[],0.0,805.96
#V8VQZTSTP7,115468,2025-04-21 17:22:42,2025-04-15 12:59:59,928860,INV/2025/01664,81.46,2025-05-21 17:22:42,Faire,30 Days,,[],0.0,81.46
S04252,135771,2025-04-21 17:36:00,2025-04-18 22:00:00,928873,INV/2025/01667,935.0,2025-05-21 17:36:00,Wholesale,30 Days,,[],0.0,935.0
#EABFGHYRP7,115826,2025-04-21 17:54:26,2025-04-15 12:59:59,928908,INV/2025/01671,136.19,2025-05-21 17:54:26,Faire,30 Days,,[],0.0,136.19
#HE7TFKQVDC,136145,2025-04-22 15:43:56,2025-06-18 04:44:32,932075,INV/2025/01685,149.26,2025-05-22 15:43:56,Faire,30 Days,,[],0.0,149.26
#55UTEVB729,136143,2025-04-22 16:01:25,2025-04-19 04:44:30,932132,INV/2025/01687,698.81,2025-05-22 16:01:25,Faire,30 Days,,[],0.0,698.81
#SCMCXARM9R,136138,2025-04-22 16:10:50,2025-04-19 04:44:24,932155,INV/2025/01688,103.99,2025-05-22 16:10:50,Faire,30 Days,,[],0.0,103.99
#X6683APU9D,135933,2025-04-22 16:19:25,2025-04-18 14:31:00,932161,INV/2025/01689,88.74,2025-05-22 16:19:25,Faire,30 Days,,[],0.0,88.74
#C9GTVQCBU6,135932,2025-04-22 16:29:53,2025-06-17 14:30:59,932170,INV/2025/01690,283.77,2025-05-22 16:29:53,Faire,30 Days,,[],0.0,283.77
#EQ8Y4VZB2E,136600,2025-04-22 16:55:31,2025-06-20 04:44:46,932270,INV/2025/01691,6962.01,2025-05-22 16:55:31,Faire,30 Days,,[],0.0,6962.01
#52XQYGBT7W,136599,2025-04-22 17:28:51,2025-04-21 04:44:45,932304,INV/2025/01693,207.53,2025-05-22 17:28:51,Faire,30 Days,,[],0.0,207.53
#J3384JYDZR,136763,2025-04-22 17:31:32,2025-04-21 21:28:30,932312,INV/2025/01694,143.53,2025-05-22 17:31:32,Faire,30 Days,,[],0.0,143.53
#CR63RC4NSW,136764,2025-04-22 17:50:52,2025-04-21 21:28:33,932334,INV/2025/01696,547.09,2025-05-22 17:50:52,Faire,30 Days,,[],0.0,547.09
#SXJTSBT9H4,136996,2025-04-22 17:54:14,2025-04-21 12:59:59,932338,INV/2025/01697,133.73,2025-05-22 17:54:14,Faire,30 Days,,[],0.0,133.73
#ASQ5UDY4TX,123288,2025-04-22 17:57:19,2025-04-21 12:59:59,932342,INV/2025/01698,132.35,2025-05-22 17:57:19,Faire,30 Days,,[],0.0,132.35
#AZE3P5D97T,136761,2025-04-22 18:03:31,2025-04-21 21:28:23,932348,INV/2025/01699,136.5,2025-05-22 18:03:31,Faire,30 Days,,[],0.0,136.5
#JFMCPJGBJJ,116014,2025-04-22 18:03:44,2025-04-21 12:59:59,932352,INV/2025/01700,157.43,2025-05-22 18:03:44,Faire,30 Days,,[],0.0,157.43
#NUENX23X66,124862,2025-04-22 18:07:22,2025-04-21 12:59:59,932355,INV/2025/01701,89.96,2025-05-22 18:07:22,Faire,30 Days,,[],0.0,89.96
#9TU39VXFAH,129644,2025-04-22 18:10:41,2025-04-21 12:59:59,932359,INV/2025/01702,133.33,2025-05-22 18:10:41,Faire,30 Days,,[],0.0,133.33
#BE8C7YK3TF,132561,2025-04-22 18:50:09,2025-04-21 12:59:59,932376,INV/2025/01703,253.83,2025-05-22 18:50:09,Faire,30 Days,,[],0.0,253.83
#XTVKV8M3ZW,136766,2025-04-22 19:20:43,2025-04-21 12:59:59,932440,INV/2025/01705,121.07,2025-05-22 19:20:43,Faire,30 Days,,[],0.0,121.07
#VRMJSG4JX5,135101,2025-04-22 19:25:27,2025-04-21 12:59:59,932444,INV/2025/01706,133.33,2025-05-22 19:25:27,Faire,30 Days,,[],0.0,133.33
#MGT9PPB2TC,136762,2025-04-22 19:29:17,2025-04-21 21:28:25,932456,INV/2025/01707,322.42,2025-05-22 19:29:17,Faire,30 Days,,[],0.0,322.42
#RWEN9GAFF3,115450,2025-04-22 19:32:32,2025-04-21 20:36:00,932461,INV/2025/01708,196.07,2025-05-22 19:32:32,Faire,30 Days,,[],0.0,196.07
#SC4KQ282YF,133319,2025-04-22 19:47:05,2025-04-21 12:59:59,932464,INV/2025/01709,89.96,2025-05-22 19:47:05,Faire,30 Days,,[],0.0,89.96
#QWBW9VPX8S,136857,2025-04-22 19:56:01,2025-04-22 04:46:07,932473,INV/2025/01710,204.61,2025-05-22 19:56:01,Faire,30 Days,,[],0.0,204.61
#7E6NB2RCW3,136860,2025-04-22 20:00:12,2025-04-22 04:46:09,932477,INV/2025/01711,179.6,2025-05-22 20:00:12,Faire,30 Days,,[],0.0,179.6
